type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,3,1,90,499,95.83333333333331,87.5,85.10000000000001,85.3,88.125,85.41666666666666,81.17,84.33000000000001
CL,10,8,8,486,499,89.58333333333333,89.58333333333333,85.3,84.9,82.29166666666667,81.25,79.08,79.62
ACL,10,2,2,388,499,100.0,100.0,90.6,91.3,96.25,91.25,87.77,86.64999999999999
SPCL,10,1,1,408,499,93.75,93.75,85.4,88.60000000000001,85.83333333333333,83.54166666666666,81.81,81.49
SPACL,10,0,1,42,499,100.0,77.08333333333333,90.5,75.8,100.0,83.12499999999999,90.34,81.15
