type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,2,2,384,499,93.75,91.66666666666666,84.9,86.9,90.0,87.29166666666666,82.83000000000001,84.0
CL,10,8,8,415,499,93.75,91.66666666666666,85.8,85.5,81.25,80.20833333333333,75.2,78.31
ACL,10,9,0,332,499,100.0,91.66666666666666,91.2,90.4,92.08333333333331,88.12499999999999,83.94000000000003,85.26
SPCL,10,3,9,416,499,93.75,79.16666666666666,84.2,81.4,86.45833333333333,83.33333333333334,79.22,80.3
SPACL,10,0,4,127,499,100.0,87.5,93.10000000000001,82.8,99.58333333333333,80.83333333333333,89.84,79.05000000000001
