type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,2,4,85,599,80.0,72.0,72.4,62.6,74.2,64.8,65.92,61.94
CL,10,8,8,594,599,92.0,88.0,82.5,82.60000000000001,80.2,72.0,69.52,66.19999999999999
ACL,10,6,6,572,599,82.0,78.0,73.8,75.4,74.0,70.0,66.4,66.88000000000001
SPCL,10,7,7,419,599,88.0,82.0,75.4,71.8,77.8,64.6,71.08,61.43000000000001
SPACL,10,5,6,298,599,90.0,84.0,74.5,69.60000000000001,81.6,72.6,70.33000000000001,66.17999999999999
PCL,10,8,8,575,599,92.0,90.0,80.5,75.7,75.0,68.2,64.60999999999999,61.13000000000001
PACL,10,3,2,416,599,86.0,74.0,75.8,63.300000000000004,77.4,63.6,68.89000000000001,58.17999999999999
