type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,10,8,8,1,499,11.415297565231766,11.415573095825994,11.270421012260414,11.29676669210733
CL,10,6,8,405,499,11.164587938485306,11.92608908765799,11.01689117222473,11.38543761688151
ACL,10,4,1,15,499,11.18162368119911,11.499110556558362,11.004031051753916,11.31468887595098
